cwn.Synset('團.4') 計算聚集在一起從事特定活動的人的單位。 兩<團>的巡迴演唱地點，都包括日本、台灣及亞洲等地。
cwn.Synset('墓.0') 埋葬死者的正式場所。 1937年底，湖南長沙馬王堆三號漢<墓>，出土了一批醫學帛書和竹簡。
cwn.Synset('墓.1') 墓的建築物及建築物所在的位置。 他留下一張好友<墓>前的照片，半圓青塚，正像他未圓的夢。
cwn.Synset('摘下來.0') 用手將位於比參考點高的物體從特定對象上取下。 他不好意思的把帽子<摘下來>，塞在書包裡，說：我要去上學。
cwn.Synset('環.1') 不易變形的圈狀物品，形狀通常為正圓形。 配著一條發出金色亮光的短裙，她兩邊耳朵上掛著兩隻金<環>，頭上紮著一條綴滿珠子的帶子。
cwn.Synset('環.9') 韻律體操比賽中的一個項目。 韻律體操：成隊競賽(第一競賽)，分下列四項：<環>、球、棒、帶。
cwn.Synset('泡.1') 沖泡出來的飲料，通常是茶或咖啡。 最好將第一<泡>倒掉，可減低殘留農藥攝取。
cwn.Synset('泡.7') 氣體在液體中將液體鼓起來所形成的球狀或半球狀體。 現在他倆看著霍利在外面和兩個同學在玩肥皂<泡>。
cwn.Synset('新進.1') 形容剛剛被引進的。 不過由於本次多為<新進>之產品資料，故不做詳盡之價格比較。
cwn.Synset('殊為.0') 表對前述事件給予後述評價。 由於社會變遷及歷代戰火等因素，家具保存<殊為>不易。
cwn.Synset('河口.0') 江河注入湖海或其它河流的地方。 台灣西部和北部沿海漁礁或<河口>附近，都是鮸魚棲息地。
cwn.Synset('大早.0') 天尚未完全亮的早晨。 時候不早了，我們睡罷！明日<大早>，我還要到關上去呢。
cwn.Synset('賣方.0') 買賣行為中以貨物換得金錢的一方。 以前中油是<賣方>市場，台塑加入後會形成良性競爭。
cwn.Synset('泥.0') 像泥一樣富含水份、由大量粉末狀物集合而成的物質。常用接尾詞 芋頭去皮洗淨，切片蒸熟後搗成<泥>，趁熱加入糖、油、麵粉拌勻。
cwn.Synset('廚房.0') 烹飪食物的地方。 大部份的女人下了班回到家，皮包一丟，跑進去<廚房>就工作了。
cwn.Synset('荒謬.0') 形容極其錯誤，到了可笑的地步。 這麼<荒謬>的理論，居然還有這麼多人願意相信。
cwn.Synset('阿拉伯數字.0') 國際通用代表數量所用的符號，由1、2、3、4、5、6、7、8、9和0組成。 那行船的路線，也如一般的公車，以不同的<阿拉伯數字>區分著不等的路線。
cwn.Synset('緊張.2') 身體組織受到較大的拉力而呈現的狀態。 這些負面的想法引起身體<緊張>，緊繃的肌肉與神經向大腦送出更糟糕的訊號。
cwn.Synset('共同.0') 形容多個對象同時享有或承受。 全民健保本是項福利政策，目的在<共同>分擔社會風險。
cwn.Synset('再則.0') 表更進一步的說明。 內政部短期內將無修著作權法計劃，<再則>，美國尚在觀察我國有無違反承諾協定等。
cwn.Synset('香爐.0') 焚香的用品。 那間廟有全世界最大的<香爐>。
cwn.Synset('惡化.0') 使後數對象往負面方向發展。 過多的植物營養素進入水體，會<惡化>水質，影響漁業生產。
cwn.Synset('眼前.0') 比喻生動記憶影像出現的地方。 隨著時間慢慢逝去，影像一一在我們<眼前>跳過，我卻陷入沈思之中。
cwn.Synset('郝.1') 當代臺灣政治人物，曾任臺灣國防部部長(1989-1990)、行政院院長(1990-1993)。 針對近日流傳國安局內部失和以及所謂<郝>宋失和的傳聞，有關單位正密切注意其發展。
cwn.Synset('西區.0') 位於西邊的相關機構。 電力公司台北<西區>營業處在蘆洲重劃區長安街。
cwn.Synset('分成.0') 按前述比率來分配財物。 你們幫我們一起殺死火鳳凰，得到的東西四六<分成>。
cwn.Synset('就地.1') 表在與前述參考地點相同的地方。 工務所遷居尖山大橋附近，以便<就地>監工。
cwn.Synset('兩伊.0') 指「伊拉克」和「伊朗」。 這些銷售案顯示美國在<兩伊>戰爭中傾向支持伊拉克。
cwn.Synset('看似.1') 表表面上具有後述特性，隱含具有與預期相衝突特性。 有人說女人像春天，<看似>溫柔美麗卻又捉摸不定，你信或不信？
cwn.Synset('西南.0') 指南針指向西方與南方中間的方位，225度。 明道堂<西南>有看山樓。
cwn.Synset('遺憾.1') 因事件未達理想狀態，心中所產生的惋惜。 這些願望，他們及時一一幫女兒完成，「我們已了無<遺憾>，」她說。
cwn.Synset('盡情.0') 表順著自己的情感，不加拘束。 在這裡，你可恣意地唱歌；你也可以<盡情>享受這年輕的心靈。
cwn.Synset('一律.1') 表後述的條件適用全體，沒有例外。 日本的百貨公司、電車、汽車車廂內<一律>禁煙。
cwn.Synset('氣惱.0') 形容因惋惜而感到痛苦的情緒。 小姪子因為打不開飲料的蓋子，露出非常<氣惱>的神情，又可愛又好笑。
cwn.Synset('從此.0') 表從時間參考點起。 秋瑾應邀加入了同盟會，<從此>更堅定了她獻身革命的志向。
cwn.Synset('濟公.0') 民間傳說或信仰中的人。相傳平日嗜食酒肉，不守戒律，舉止如痴似狂。 有一次，附近一家賣豆糕的老板王公去世了，王婆請<濟公>做法事。
cwn.Synset('超過.0') 形容特定對象行為舉止超越適當的限度。 MOMO台真的很<超過>，以後不買他們家的東西了。
cwn.Synset('赫然.0') 表事件或狀況突然發生而令人驚訝。 我們出了林木，<赫然>一座雄偉蒼勁的巨山迎面撲來好美、好壯觀的山！
cwn.Synset('圈子.0') 一個由人際關係、社會活動、職業或勢力所限定的抽象範圍。 許多人，包括我生活<圈子>裡的一些人也都這樣問我。
cwn.Synset('革命.1') 推動特定領域大幅改變的事件。 學術的殿堂能將優秀的心靈彼此結合，共同為思想的<革命>而努力。
cwn.Synset('描述.0') 將特定對象的性質或過程所記錄下來或說出來的內容。 他們對莫天良的死因都有一番精妙的<描述>，並且幾乎沒有完全相似的情節。
cwn.Synset('婦女.0') 成年女子。 未婚或晚婚<婦女>發生子宮內膜異位症的情形增多。
cwn.Synset('民進黨.0') 民進黨的建築物及建築物所在的位置。 前客委會主委羅文嘉今天正式繳交100萬保證金，到<民進黨>登記參選台北縣長。
cwn.Synset('競相.0') 表和其他對象競爭以取得做特定事件的機會。 美國民主和共和兩黨，<競相>順應民情。
cwn.Synset('醫院.0') 醫院的建築物及建築物所在的位置。 胡志強在子女陪伴下到<醫院>四樓的空中花園散步。
cwn.Synset('無意.1') 並非刻意。 我<無意>像信徒一般的宣揚儒家，我的立論皆以原典為依據，以經驗為素材。
cwn.Synset('因而.0') 連接前述事件的結果。 公路車輛擁擠，車速又快，<因而>大小車禍頻傳。
cwn.Synset('除.1') 引介背景以與焦點做對比。 漢唐樂府<除>致力於演藝的提高，尚十分重視理論的探討。
cwn.Synset('陡.0') 形容坡度大。 快到中午的時候，我們已經走到娃娃谷的附近，山路越來越<陡>，樹木越來越多。
cwn.Synset('院.1') 指所有診治病患的醫療機構。 此次轉<院>的臺灣夫婦中，69歲的顏文雄在車禍中受傷較重。
cwn.Synset('院.2') 用於較大型特定機構的名稱。 讀者來文由<院>內同仁自由投稿，內容不限，字數八百字內。
cwn.Synset('陪.1') 表與主事者一起進行後述事件，通常會從旁協助。 曹後去見了曹丕，道：「哥，皇上想去關林祭祀關羽，你也率百官去<陪>祭吧。」
cwn.Synset('陷.0') 以不正當的方式誘使後述對象遭遇不利的事。 請台電不要<陷>總統於不仁不義，百萬澎湖鄉親將反對到底。
cwn.Synset('陷.4') 描述特定對象向內或向下凹，而比周圍的表面低。 還有她的臉型也不太一樣，兩頰都<陷>進去囉。
cwn.Synset('陶.3') 東晉文學家，名潛，一名淵明，字元亮，世稱「靖節先生」。 昭明編文選僅錄<陶>作九首。
cwn.Synset('陰.1') 出自易經，中國傳統思想的兩大對立面之一，與「陽」相對。 宇宙之始為<陰>與陽，是為道，道存於萬物，我唯道是求。
cwn.Synset('陽.0') 出自易經，中國傳統思想的兩大對立面之一，與「陰」相對。 宇宙之始為陰與<陽>，是為道，道存於萬物，我唯道是求。
cwn.Synset('陽.3') 臺灣海軍軍艦的類別名稱，驅除艦的名字都有「陽」字。 <陽>字艦的武器裝備絕大多數經過海軍自行改良射控或戰鬥管理系統。
cwn.Synset('附.0') 在主要物品中，另外搭配後述次要物品或配件。 此點極為重要，因為廠商所<附>的離模劑幾乎沒有作用。
cwn.Synset('降.5') 比喻來自未知世界的靈性存在物來到人間，並以特定形式存在。 千年飛逝人事已非，已被遺忘的神聖火盆再度燃起，炎魔英雄即將再<降>人世。
cwn.Synset('陋.0') 形容缺乏金錢，生活有困難的。 在黃州那樣僻<陋>貧瘠的寂寞之鄉，蘇東坡撫平了少年的激情和傲氣。
cwn.Synset('告訴.1') 比喻事物讓人知道特定事情，常帶指示和提醒的語氣。 職務本身的經驗<告訴>我：階級常使親和消失。
cwn.Synset('審美.1') 形容對美醜所給予的主觀評價。 盡管中西繪畫從歷史淵源，<審美>傳統，藝術趣味，乃至材料的選擇運用上講，都有巨大的差異。
cwn.Synset('轍.0') 北宋文學家，名轍，字子由，晚年自號潁濱遺老。 三蘇指洵、軾、<轍>，蘇氏父子。
cwn.Synset('轉.0') 使物體維持本身的軸心，做連續改變方向的運動。 我聽到有人<轉>門把的聲音，我以為是我媽媽要進來收衣服。
cwn.Synset('轉.23') 計算黑膠唱片適當播放時的轉速的單位。 周華健和巫啟賢分別以精選集和流行四十五<轉>方式帶來新作。
cwn.Synset('轉.24') 詩文章法結構的用語之一，改變陳述的方向。 老師提醒學生說不只是寫文章要注意起、承、<轉>、合，樂曲結構也有起、承、<轉>、合，通常樂曲可分成前奏、副歌、主歌、間奏、尾奏等等。
cwn.Synset('萬分.0') 後述對象的程度極高。 對於自己的造訪，想來是一種打擾，心中懷著<萬分>的矛盾、不忍、與罪惡。
cwn.Synset('電通所.1') 工業技術研究院，研究電腦與通訊工業的機構，在西元1990年成立，已於西元2006年更名為資訊與通訊工業研究所。 目前電信總局已結合電信研究所及工研院<電通所>，成立VOD推動小組。
cwn.Synset('轟.0') 以具爆炸、摧毀性的武器破壞或攻擊特定目標物。 這個石頭窩，歷史上被雷公<轟>散而成現狀。
cwn.Synset('我人.0') 代指包含說話者在內的複數對象。 現時混淆難清之時，至少<我人>還會留給歷史去寫春秋之筆。
cwn.Synset('紀念品.0') 有紀念性的物品。 很多外國友人在觀光之後都想帶些<紀念品>回去。
cwn.Synset('異口同聲.0') 形容不同的人同時說一樣的話。 他們居然<異口同聲>耶！這表示什麼？表示他們能夠心靈相通呢！
cwn.Synset('法國.1') 國名，歐洲西部的國家，位於比利時、德國、瑞士、義大利、西班牙之間。 拉塞克曾在<法國>公開賽擊敗過尹凡尼塞維克。
cwn.Synset('經由.0') 引介通過的地點。 內地出產物品，可以<經由>上海出口，而洋貨則可<經由>上海分發到廣大的內陸地帶。
cwn.Synset('藉助.0') 依靠後述對象的幫助。 國家發展一定要<藉助>外國人，這是很可悲的。
cwn.Synset('國民黨.1') 臺灣的主要政黨之一，以實踐三民主義為主要目標。 民進黨為什麼不找以李登輝為首的<國民黨>合作，卻去找新黨合作？
cwn.Synset('你們.0') 代指複數的聽話者。 爸爸常嚇唬我們：如果<你們>不乖，就會被關到那兒！
cwn.Synset('你們.1') 「你們的」的簡省。 <你們>小姐叫甚麼﹖
cwn.Synset('溝.2') 比喻因生長環境及生活經驗不同，而在思想、態度，及行為習慣上所產生的隔閡。 有些父母親和子女之間，有一條無形的<溝>，彼此想法差異太大，沒有一句話可以談得攏。
cwn.Synset('溜.4') 計算成排的同類對象的單位，通常是建築物或人。 這<溜>房子一色的紅窗櫺，紅柱子，紅門扇。
cwn.Synset('鄴.0') 中國古代地名，舊址位於今河北邯鄲市臨漳縣與磁縣交界處。 漢主住<鄴>數日，下令還都，留高行周為<鄴>都留守，充天雄軍節度使。
cwn.Synset('準.0') 形容短時間內會形成的關係或身分。 預祝各位<準>媽媽及<準>爸爸都能孕育出健康的下一代！
cwn.Synset('鄰.0') 地方政府行政區域之一，在村、里之下。 關西鎮共轄二十一里，二九五個<鄰>，人口數三萬二千餘人，居民以長壽者居多。
cwn.Synset('鄰.1') 形容位置最接近且互相連接的。 鷹潭市的紅傘風是從<鄰>縣弋陽縣吹過來的。
cwn.Synset('鄰.2') 比喻和特定對象位置相近的其他對象。 中國是韓國的親<鄰>，瀋陽更是我家的旁<鄰>。
cwn.Synset('鄭.1') 周朝諸侯國之一，原址約在今陜西省華縣西北，後遷至今河南省新鄭縣一帶。 居住於西南部的赤狄最為強橫，經常騷擾中原的晉、魯、齊、<鄭>等諸侯國。
cwn.Synset('立案.0') 司法機關把犯罪事實、民事、行政糾紛等正式登列處理。 這件離奇的失蹤案件，警方已<立案>處理。
cwn.Synset('氣味.0') 鼻子聞特定物質所得到的感覺。 走廊上擺放了多天的垃圾漸漸散發出令人作噁的<氣味>，應該要趕快處理。
cwn.Synset('鄧.0') 中華人民共和國的政治家，曾為中國共產黨及中國人民解放軍的主要領導人(1970-1990)。 中國大陸此後如不再出現毛<鄧>的強人領袖，未嘗不是政治現代化的起步之一。
cwn.Synset('自掏腰包.0') 自己付錢。 他們並非編制內的義工，除非有專案補助，否則都是<自掏腰包>。
cwn.Synset('掛勾.1') 聯繫特定貨幣間的幣值，使其兌換匯率固定不變。 人民銀行21日晚間公布，經國務院批淮，即時將人民幣與美元脫勾，改為與一籃子貨幣<掛勾>。
